rxns_subSystems1	rxns_subSystems2
EX_CE2172[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
CE5629t	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Tryptophan metabolism * Transport, mitochondrial
EX_CE5629[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Ubiquinone synthesis * Tyrosine metabolism * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
ACER11r	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Ubiquinone synthesis * Ubiquinone synthesis * Transport, endoplasmic reticular
ACER12r	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Ubiquinone synthesis * Tyrosine metabolism * Transport, endoplasmic reticular
ACER21g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular
ACER22g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Transport, extracellular
ACER23g	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism * Transport, nuclear * Transport, extracellular
ACER31r	Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, nuclear * Ubiquinone synthesis * Transport, endoplasmic reticular
BGAL1e	Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular
BGAL1l	Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular
BGAL2l	Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism * Transport, extracellular
BGAL3l	Tyrosine metabolism * Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, nuclear * Transport, extracellular
CRMte	Tyrosine metabolism * Transport, extracellular * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
DES21	Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Tyrosine metabolism * Ubiquinone synthesis
EX_gd3_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, nuclear * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_gluside_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, endoplasmic reticular * Transport, lysosomal * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_gm3_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, nuclear * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
GA1tl	Taurine and hypotaurine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
GALGLUSIDEtg2	Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism
GALGLUSIDEtl2	Taurine and hypotaurine metabolism * Transport, mitochondrial * Tyrosine metabolism * Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism
GBA2e	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular
GD3tg	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, nuclear * Transport, mitochondrial * Transport, extracellular
GD3tl	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, nuclear * Transport, mitochondrial * Transport, extracellular
GLA2l	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular
GLUSIDEte	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
GLUSIDEtg	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
GLUSIDEtl	Taurine and hypotaurine metabolism * Tyrosine metabolism * Transport, mitochondrial * Arginine and proline metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, extracellular
GM1tg	Taurine and hypotaurine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
GM1tl	Taurine and hypotaurine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial * Transport, extracellular
GM2tg	Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
GM2tl	Taurine and hypotaurine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
HEXA1l	Methionine and cysteine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Ubiquinone synthesis * Transport, extracellular
HEXA2l	Methionine and cysteine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Tyrosine metabolism * Transport, extracellular
HEXA3e	Methionine and cysteine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Transport, extracellular
HEXAHBl	Methionine and cysteine metabolism * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, extracellular
NEU11l	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Ubiquinone synthesis * Ubiquinone synthesis * Transport, extracellular
NEU21	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Ubiquinone synthesis
NEU22	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Tyrosine metabolism
NEU23	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, nuclear
NEU24	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Valine, leucine, and isoleucine metabolism
NEU25	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial
NEU310e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Ubiquinone synthesis * Tyrosine metabolism * Transport, extracellular
NEU31e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Ubiquinone synthesis * Transport, extracellular
NEU32e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Tyrosine metabolism * Transport, extracellular
NEU33e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Transport, nuclear * Transport, extracellular
NEU34e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Valine, leucine, and isoleucine metabolism * Transport, extracellular
NEU35e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Transport, mitochondrial * Transport, extracellular
NEU36e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Ubiquinone synthesis * Transport, extracellular
NEU37e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Ubiquinone synthesis * Transport, extracellular
NEU38n	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Sphingolipid metabolism * Transport, mitochondrial
NEU39e	Tyrosine metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, nuclear * Tryptophan metabolism * Transport, extracellular
SMS1S2	Arginine and proline metabolism * Tyrosine metabolism * Arginine and proline metabolism * Ubiquinone synthesis * Arginine and proline metabolism * Tyrosine metabolism
SMS21e	Arginine and proline metabolism * Tyrosine metabolism * Arginine and proline metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, extracellular
SMSn	Arginine and proline metabolism * Tyrosine metabolism * Arginine and proline metabolism * Transport, mitochondrial
SPHK11	Arginine and proline metabolism * Ubiquinone synthesis * Methionine and cysteine metabolism * Methionine and cysteine metabolism * Ubiquinone synthesis * Ubiquinone synthesis
SPHK21n	Arginine and proline metabolism * Ubiquinone synthesis * Methionine and cysteine metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Ubiquinone synthesis * Transport, mitochondrial
SPHK22n	Arginine and proline metabolism * Ubiquinone synthesis * Methionine and cysteine metabolism * Methionine and cysteine metabolism * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial
SPHMYLNte	Arginine and proline metabolism * Ubiquinone synthesis * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
SPHMYLNtl2	Arginine and proline metabolism * Ubiquinone synthesis * Methionine and cysteine metabolism * Tyrosine metabolism * Transport, extracellular * Tyrosine metabolism * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular * Tyrosine metabolism
SPMD3n	Arginine and proline metabolism * Ubiquinone synthesis * Tyrosine metabolism * Tyrosine metabolism * Transport, nuclear * Transport, mitochondrial
ST8SIA13e	Arginine and proline metabolism * Tyrosine metabolism * Sphingolipid metabolism * Arginine and proline metabolism * Methionine and cysteine metabolism * Transport, mitochondrial * Ubiquinone synthesis * Transport, nuclear * Transport, extracellular
RE3477C1	Transport, extracellular * Transport, mitochondrial * Transport, nuclear * Valine, leucine, and isoleucine metabolism * Ubiquinone synthesis * Ubiquinone synthesis * Tyrosine metabolism * Ubiquinone synthesis
NO2te	Tyrosine metabolism * Transport, mitochondrial * Tyrosine metabolism * Transport, mitochondrial * Transport, extracellular
